train_losses,val_losses
1.1634178387418879,0.6280185586959124
0.7714260782990512,0.5592585657536984
0.7151461688757076,0.4994096999615431
0.6831094398970198,0.5427572134882211
0.6526881957475384,0.48739175468683243
0.6419082641618147,0.4865580683946609
0.6209013956698962,0.5173090414702892
0.6035632708244146,0.4538966666162014
0.5931167728249471,0.47708441473543645
0.5753286345822982,0.442799116037786
0.5635677749290026,0.4599292441830039
0.5523219916246039,0.4308723310381174
0.5469556526966605,0.42788785088807346
0.5307775667236789,0.4269913642480969
0.5235402289784213,0.43235524456948043
0.5136441487775422,0.4365040937066078
0.503820937025295,0.4067679547518492
0.49671056378647294,0.41221875563263893
0.49072235923842983,0.40512068789452316
0.48405287426812954,0.4125770923495293
0.4757594666591471,0.3934742818772793
0.46981276241719355,0.43172453112900255
0.46568804522007123,0.43729687463492156
0.4630350823419321,0.39174828566610814
0.453547771217827,0.39991950485855343
0.4487424737498637,0.40315735816955567
0.4435470214753132,0.4175406435877085
0.4374055063013043,0.37907812353223563
0.4348412841500411,0.38847585387527944
0.4302062762732233,0.38862388335168363
0.4395031025990819,0.38888962514698505
0.4309099037604459,0.3856607529148459
0.4259394401550691,0.4251722195371985
0.4278017375566393,0.4944862088188529
0.4373271001433424,0.4175248764455318
0.4291239285558611,0.4718177109211683
0.42066808969080943,0.9934625241160393
0.4158617632300839,0.8114156172052026
0.41874570934787086,4.4295776158571245
0.39834678955852953,2.8609538129344583
0.39409950974256913,2.787445213906467
0.3918821710137506,1.9895621553808451
0.39021778545763736,2.660475171357393
0.38757985969616693,7.64144349604845
0.38674840606794664,1.7103426002711057
0.38416474229206826,1.5602703591436147
0.38315167834875513,5.300149536095559
0.3831164490931155,2.751491016820073
0.38125780631534645,6.155305057652295
0.3798284380798812,4.164840430654586
0.3790933702288234,2.247201999947429
0.377987998828466,3.758422697223723
0.3775500359514321,0.9690174306556583
0.37697849576514364,7.656317357979715
0.3752895531036752,26.575654787644744
0.37478189904224096,15.80187713664025
0.373904629434787,12.562627099193632
0.3734661522520935,31.570664893984794
0.3740650335441846,15.365049039237201
0.37268076229656016,13.206281633079051
0.3699559887200511,6.906871998347342
0.3687933412985332,8.557865854129195
0.36889165103369176,5.53448510479182
0.36765084049571667,11.188826452419162
0.36695387184155537,11.817163444720208
0.36581393220587843,13.348170724511146
0.36495415829474487,13.64388452026993
0.3644573748128309,19.70804753884673
0.3644110595576287,7.832692821547389
0.3629698088733634,9.065360647626221
0.3617748360983451,28.950693235173823
0.3618092514827441,25.40827794201672
0.36046214049716224,13.37216874882579
0.36011337870747495,24.500375311002134
0.3609994036800077,14.765895567163826
0.3586855294161129,14.196039380095899
0.35769774302483665,8.597934483326972
0.3570661309839091,19.109513311348856
0.3552616452160781,21.840941101573407
0.3534960825707293,16.20008180949837
0.35443582293319914,9.945673292800784
0.35314132213907634,6.493049667142332
0.3525539930737808,12.463574003465475
0.35241650071038627,18.65686837673187
0.3521193204386472,48.50047090806067
0.3489944566918136,19.76570485830307
0.3499048118524639,8.597589803449809
0.34812057988472495,35.02904196370393
0.34843829597160425,23.927059843316673
0.3454011542454121,14.711585571095348
0.3448063775557044,27.118094176016747
0.3434550694387425,20.023717169724407
0.34264885306640275,18.90982411365956
0.3422977879154198,17.903673042133452
0.34138894158233585,22.232978727817535
0.33959042058265665,58.58066360447556
0.3379692424277365,103.1533267783746
0.33779184605654705,90.95779470935464
0.3354426987290913,37.71314606525004
0.335396325494524,58.151368279345334
